Type,Value
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.2695 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,41.5273 MB
CPU,0.0
MEM,40.582 MB
CPU,0.0
MEM,40.582 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,6.7
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,40.8984 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.1562 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.4141 MB
CPU,0.0
MEM,41.668 MB
CPU,0.0
MEM,41.668 MB
CPU,0.0
MEM,41.668 MB
CPU,0.0
MEM,41.668 MB
CPU,0.0
MEM,41.668 MB
CPU,0.0
MEM,41.668 MB
CPU,6.2
MEM,41.668 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,40.7734 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,6.7
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.0312 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,6.2
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.2891 MB
CPU,0.0
MEM,41.543 MB
CPU,0.0
MEM,41.543 MB
