GAME_TIME_LOW, 9822
GAME_TIME_HIGH, 10434
TICK,2,58
TICK,3,22
TICK,4,7
TICK,5,11
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 9580
GAME_TIME_HIGH, 10439
TICK,0,240
TICK,1,168
TICK,2,53
TICK,3,28
TICK,4,14
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9528
GAME_TIME_HIGH, 10328
TICK,0,238
TICK,1,181
TICK,2,47
TICK,3,22
TICK,4,14
TICK,5,13
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 9978
GAME_TIME_HIGH, 10859
TICK,0,240
TICK,1,190
TICK,2,51
TICK,3,31
TICK,4,13
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9567
GAME_TIME_HIGH, 10410
TICK,0,223
TICK,1,192
TICK,2,59
TICK,3,24
TICK,4,10
TICK,5,7
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9947
GAME_TIME_HIGH, 10737
TICK,0,232
TICK,1,203
TICK,2,57
TICK,3,18
TICK,4,14
TICK,5,16
TICK,6,3
TICK,7,5
GAME_TIME_LOW, 10290
GAME_TIME_HIGH, 11240
TICK,0,251
TICK,1,186
TICK,2,64
TICK,3,25
TICK,4,11
TICK,5,11
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10650
GAME_TIME_HIGH, 11623
TICK,0,267
TICK,1,184
TICK,2,62
TICK,3,32
TICK,4,11
TICK,5,12
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10729
GAME_TIME_HIGH, 11672
TICK,0,245
TICK,1,205
TICK,2,63
TICK,3,33
TICK,4,14
TICK,5,10
TICK,6,7
TICK,7,8
GAME_TIME_LOW, 10667
GAME_TIME_HIGH, 11598
TICK,0,256
TICK,1,199
TICK,2,60
TICK,3,25
TICK,4,16
TICK,5,17
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9949
GAME_TIME_HIGH, 10782
TICK,0,233
TICK,1,190
TICK,2,66
TICK,3,25
TICK,4,10
TICK,5,9
TICK,6,7
TICK,7,6
GAME_TIME_LOW, 10728
GAME_TIME_HIGH, 11648
TICK,0,240
TICK,1,211
TICK,2,63
TICK,3,32
TICK,4,13
TICK,5,11
TICK,6,8
TICK,7,7
GAME_TIME_LOW, 10332
GAME_TIME_HIGH, 11219
TICK,0,234
TICK,1,219
TICK,2,61
TICK,3,23
TICK,4,7
TICK,5,11
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 11040
GAME_TIME_HIGH, 12020
TICK,0,264
TICK,1,213
TICK,2,65
TICK,3,25
TICK,4,14
TICK,5,12
TICK,6,4
TICK,7,9
GAME_TIME_LOW, 10336
GAME_TIME_HIGH, 11223
TICK,0,232
TICK,1,221
TICK,2,61
TICK,3,23
TICK,4,7
TICK,5,11
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 10330
GAME_TIME_HIGH, 11158
TICK,0,245
TICK,1,200
TICK,2,61
TICK,3,24
TICK,4,13
TICK,5,14
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 10332
GAME_TIME_HIGH, 11160
TICK,0,243
TICK,1,204
TICK,2,58
TICK,3,25
TICK,4,13
TICK,5,14
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 10694
GAME_TIME_HIGH, 11603
TICK,0,239
TICK,1,214
TICK,2,72
TICK,3,19
TICK,4,12
TICK,5,18
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 10695
GAME_TIME_HIGH, 11640
TICK,0,248
TICK,1,205
TICK,2,62
TICK,3,29
TICK,4,14
TICK,5,11
TICK,6,7
TICK,7,8
GAME_TIME_LOW, 11056
GAME_TIME_HIGH, 12046
TICK,0,265
TICK,1,207
TICK,2,71
TICK,3,24
TICK,4,14
TICK,5,10
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10335
GAME_TIME_HIGH, 11231
TICK,0,238
TICK,1,210
TICK,2,54
TICK,3,32
TICK,4,11
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10281
GAME_TIME_HIGH, 11093
TICK,0,245
TICK,1,204
TICK,2,61
TICK,3,17
TICK,4,15
TICK,5,17
TICK,6,3
TICK,7,5
GAME_TIME_LOW, 10287
GAME_TIME_HIGH, 11099
TICK,0,242
TICK,1,207
TICK,2,61
TICK,3,17
TICK,4,15
TICK,5,17
TICK,6,3
TICK,7,5
GAME_TIME_LOW, 9916
GAME_TIME_HIGH, 10738
TICK,0,246
TICK,1,192
TICK,2,48
TICK,3,25
TICK,4,13
TICK,5,13
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 9951
GAME_TIME_HIGH, 10750
TICK,0,229
TICK,1,197
TICK,2,67
TICK,3,19
TICK,4,11
TICK,5,14
TICK,6,5
TICK,7,5
GAME_TIME_LOW, 9972
GAME_TIME_HIGH, 10853
TICK,0,245
TICK,1,182
TICK,2,56
TICK,3,28
TICK,4,14
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9533
GAME_TIME_HIGH, 10300
TICK,0,222
TICK,1,195
TICK,2,55
TICK,3,17
TICK,4,12
TICK,5,16
TICK,6,3
TICK,7,5
GAME_TIME_LOW, 9521
GAME_TIME_HIGH, 10318
TICK,0,240
TICK,1,170
TICK,2,55
TICK,3,21
TICK,4,14
TICK,5,15
TICK,6,3
TICK,7,6
GAME_TIME_LOW, 9523
GAME_TIME_HIGH, 10320
TICK,0,237
TICK,1,174
TICK,2,54
TICK,3,22
TICK,4,13
TICK,5,15
TICK,6,3
TICK,7,6
GAME_TIME_LOW, 10326
GAME_TIME_HIGH, 11142
TICK,0,245
TICK,1,205
TICK,2,60
TICK,3,19
TICK,4,16
TICK,5,15
TICK,6,4
TICK,7,5
GAME_TIME_LOW, 9961
GAME_TIME_HIGH, 10838
TICK,0,243
TICK,1,188
TICK,2,60
TICK,3,25
TICK,4,10
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10376
GAME_TIME_HIGH, 11279
TICK,0,240
TICK,1,210
TICK,2,53
TICK,3,32
TICK,4,12
TICK,5,10
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10355
GAME_TIME_HIGH, 11236
TICK,0,263
TICK,1,182
TICK,2,62
TICK,3,25
TICK,4,15
TICK,5,11
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 11072
GAME_TIME_HIGH, 12066
TICK,0,267
TICK,1,207
TICK,2,68
TICK,3,27
TICK,4,12
TICK,5,11
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 9975
GAME_TIME_HIGH, 10846
TICK,0,228
TICK,1,208
TICK,2,55
TICK,3,26
TICK,4,11
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9987
GAME_TIME_HIGH, 10858
TICK,0,225
TICK,1,210
TICK,2,54
TICK,3,28
TICK,4,11
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9976
GAME_TIME_HIGH, 10806
TICK,0,236
TICK,1,192
TICK,2,62
TICK,3,23
TICK,4,13
TICK,5,10
TICK,6,6
TICK,7,6
GAME_TIME_LOW, 10291
GAME_TIME_HIGH, 11079
TICK,0,237
TICK,1,211
TICK,2,63
TICK,3,16
TICK,4,16
TICK,5,15
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 11068
GAME_TIME_HIGH, 12024
TICK,0,267
TICK,1,208
TICK,2,62
TICK,3,27
TICK,4,16
TICK,5,15
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9988
GAME_TIME_HIGH, 10864
TICK,0,219
TICK,1,219
TICK,2,57
TICK,3,21
TICK,4,12
TICK,5,8
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9949
GAME_TIME_HIGH, 10807
TICK,0,228
TICK,1,208
TICK,2,57
TICK,3,24
TICK,4,7
TICK,5,11
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 9507
GAME_TIME_HIGH, 10349
TICK,0,234
TICK,1,184
TICK,2,61
TICK,3,18
TICK,4,10
TICK,5,7
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9535
GAME_TIME_HIGH, 10315
TICK,0,231
TICK,1,181
TICK,2,63
TICK,3,17
TICK,4,13
TICK,5,14
TICK,6,1
TICK,7,6
GAME_TIME_LOW, 11031
GAME_TIME_HIGH, 11978
TICK,0,266
TICK,1,207
TICK,2,58
TICK,3,35
TICK,4,16
TICK,5,10
TICK,6,5
TICK,7,8
GAME_TIME_LOW, 11070
GAME_TIME_HIGH, 12000
TICK,0,247
TICK,1,222
TICK,2,76
TICK,3,19
TICK,4,13
TICK,5,18
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 10328
GAME_TIME_HIGH, 11178
TICK,0,252
TICK,1,189
TICK,2,65
TICK,3,26
TICK,4,14
TICK,5,10
TICK,6,6
TICK,7,6
GAME_TIME_LOW, 11056
GAME_TIME_HIGH, 12049
TICK,0,263
TICK,1,210
TICK,2,70
TICK,3,26
TICK,4,11
TICK,5,11
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 9920
GAME_TIME_HIGH, 10760
TICK,0,227
TICK,1,205
TICK,2,62
TICK,3,23
TICK,4,10
TICK,5,8
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9581
GAME_TIME_HIGH, 10430
TICK,0,215
TICK,1,200
TICK,2,63
TICK,3,19
TICK,4,9
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9918
GAME_TIME_HIGH, 10726
TICK,0,234
TICK,1,192
TICK,2,66
TICK,3,18
TICK,4,14
TICK,5,14
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 9726
GAME_TIME_HIGH, 10522
TICK,0,239
TICK,1,184
TICK,2,61
TICK,3,19
TICK,4,13
TICK,5,13
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 9526
GAME_TIME_HIGH, 10324
TICK,0,239
TICK,1,185
TICK,2,45
TICK,3,22
TICK,4,13
TICK,5,12
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 10303
GAME_TIME_HIGH, 11200
TICK,0,252
TICK,1,199
TICK,2,59
TICK,3,27
TICK,4,9
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9743
GAME_TIME_HIGH, 10602
TICK,0,221
TICK,1,204
TICK,2,65
TICK,3,18
TICK,4,8
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10356
GAME_TIME_HIGH, 11207
TICK,0,247
TICK,1,196
TICK,2,64
TICK,3,25
TICK,4,15
TICK,5,10
TICK,6,6
TICK,7,6
GAME_TIME_LOW, 10311
GAME_TIME_HIGH, 11208
TICK,0,247
TICK,1,204
TICK,2,60
TICK,3,26
TICK,4,9
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10309
GAME_TIME_HIGH, 11206
TICK,0,249
TICK,1,202
TICK,2,59
TICK,3,27
TICK,4,9
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9902
GAME_TIME_HIGH, 10707
TICK,0,235
TICK,1,192
TICK,2,69
TICK,3,15
TICK,4,14
TICK,5,13
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 9538
GAME_TIME_HIGH, 10319
TICK,0,223
TICK,1,184
TICK,2,70
TICK,3,14
TICK,4,14
TICK,5,12
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 10312
GAME_TIME_HIGH, 11126
TICK,0,234
TICK,1,213
TICK,2,61
TICK,3,20
TICK,4,15
TICK,5,15
TICK,6,4
TICK,7,5
GAME_TIME_LOW, 10316
GAME_TIME_HIGH, 11130
TICK,0,233
TICK,1,213
TICK,2,62
TICK,3,20
TICK,4,15
TICK,5,15
TICK,6,4
TICK,7,5
GAME_TIME_LOW, 9918
GAME_TIME_HIGH, 10731
TICK,0,249
TICK,1,181
TICK,2,57
TICK,3,24
TICK,4,16
TICK,5,10
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 10317
GAME_TIME_HIGH, 11213
TICK,0,220
TICK,1,233
TICK,2,67
TICK,3,18
TICK,4,7
TICK,5,11
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9903
GAME_TIME_HIGH, 10773
TICK,0,251
TICK,1,186
TICK,2,57
TICK,3,20
TICK,4,13
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9945
GAME_TIME_HIGH, 10815
TICK,0,224
TICK,1,210
TICK,2,61
TICK,3,27
TICK,4,5
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10329
GAME_TIME_HIGH, 11149
TICK,0,236
TICK,1,209
TICK,2,64
TICK,3,24
TICK,4,11
TICK,5,14
TICK,6,5
TICK,7,5
GAME_TIME_LOW, 9566
GAME_TIME_HIGH, 10362
TICK,0,240
TICK,1,174
TICK,2,55
TICK,3,22
TICK,4,15
TICK,5,11
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 9920
GAME_TIME_HIGH, 10740
TICK,0,249
TICK,1,190
TICK,2,50
TICK,3,24
TICK,4,13
TICK,5,12
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 9920
GAME_TIME_HIGH, 10737
TICK,0,250
TICK,1,188
TICK,2,51
TICK,3,23
TICK,4,15
TICK,5,11
TICK,6,4
TICK,7,6
GAME_TIME_LOW, 9569
GAME_TIME_HIGH, 10418
TICK,0,216
TICK,1,204
TICK,2,55
TICK,3,25
TICK,4,6
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10279
GAME_TIME_HIGH, 11170
TICK,0,258
TICK,1,192
TICK,2,66
TICK,3,20
TICK,4,12
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10253
GAME_TIME_HIGH, 11143
TICK,0,260
TICK,1,191
TICK,2,64
TICK,3,20
TICK,4,12
TICK,5,9
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10306
GAME_TIME_HIGH, 11136
TICK,0,242
TICK,1,202
TICK,2,70
TICK,3,18
TICK,4,14
TICK,5,14
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 10306
GAME_TIME_HIGH, 11136
TICK,0,242
TICK,1,201
TICK,2,71
TICK,3,19
TICK,4,13
TICK,5,14
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 10340
GAME_TIME_HIGH, 11206
TICK,0,233
TICK,1,215
TICK,2,69
TICK,3,22
TICK,4,10
TICK,5,9
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 11440
GAME_TIME_HIGH, 12473
TICK,0,272
TICK,1,221
TICK,2,71
TICK,3,28
TICK,4,11
TICK,5,11
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10743
GAME_TIME_HIGH, 11640
TICK,0,244
TICK,1,214
TICK,2,67
TICK,3,28
TICK,4,14
TICK,5,10
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 10277
GAME_TIME_HIGH, 11170
TICK,0,258
TICK,1,190
TICK,2,62
TICK,3,24
TICK,4,12
TICK,5,10
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10335
GAME_TIME_HIGH, 11125
TICK,0,231
TICK,1,215
TICK,2,68
TICK,3,20
TICK,4,11
TICK,5,15
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 10340
GAME_TIME_HIGH, 11156
TICK,0,233
TICK,1,215
TICK,2,66
TICK,3,18
TICK,4,13
TICK,5,15
TICK,6,4
TICK,7,5
GAME_TIME_LOW, 10329
GAME_TIME_HIGH, 11112
TICK,0,229
TICK,1,219
TICK,2,59
TICK,3,23
TICK,4,16
TICK,5,13
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 10339
GAME_TIME_HIGH, 11129
TICK,0,230
TICK,1,216
TICK,2,68
TICK,3,19
TICK,4,12
TICK,5,15
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 10753
GAME_TIME_HIGH, 11651
TICK,0,246
TICK,1,215
TICK,2,64
TICK,3,30
TICK,4,13
TICK,5,10
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 9925
GAME_TIME_HIGH, 10766
TICK,0,225
TICK,1,207
TICK,2,61
TICK,3,24
TICK,4,8
TICK,5,11
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9941
GAME_TIME_HIGH, 10709
TICK,0,228
TICK,1,203
TICK,2,57
TICK,3,23
TICK,4,12
TICK,5,15
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9949
GAME_TIME_HIGH, 10714
TICK,0,223
TICK,1,206
TICK,2,60
TICK,3,23
TICK,4,12
TICK,5,14
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9571
GAME_TIME_HIGH, 10416
TICK,0,201
TICK,1,220
TICK,2,58
TICK,3,17
TICK,4,10
TICK,5,8
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9571
GAME_TIME_HIGH, 10416
TICK,0,200
TICK,1,223
TICK,2,55
TICK,3,18
TICK,4,10
TICK,5,8
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10364
GAME_TIME_HIGH, 11184
TICK,0,231
TICK,1,216
TICK,2,69
TICK,3,18
TICK,4,11
TICK,5,16
TICK,6,4
TICK,7,5
GAME_TIME_LOW, 10081
GAME_TIME_HIGH, 11028
TICK,0,241
TICK,1,199
TICK,2,55
TICK,3,25
TICK,4,10
TICK,5,10
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 9977
GAME_TIME_HIGH, 10918
TICK,0,225
TICK,1,212
TICK,2,60
TICK,3,20
TICK,4,7
TICK,5,10
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 10150
GAME_TIME_HIGH, 11095
TICK,0,226
TICK,1,214
TICK,2,62
TICK,3,25
TICK,4,6
TICK,5,11
TICK,6,2
TICK,7,10
GAME_TIME_LOW, 9941
GAME_TIME_HIGH, 10858
TICK,0,222
TICK,1,210
TICK,2,57
TICK,3,24
TICK,4,8
TICK,5,9
TICK,6,5
TICK,7,9
GAME_TIME_LOW, 9663
GAME_TIME_HIGH, 10584
TICK,0,241
TICK,1,177
TICK,2,57
TICK,3,19
TICK,4,14
TICK,5,9
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 9762
GAME_TIME_HIGH, 10624
TICK,0,224
TICK,1,198
TICK,2,52
TICK,3,24
TICK,4,9
TICK,5,14
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 10351
GAME_TIME_HIGH, 11315
TICK,0,226
TICK,1,225
TICK,2,66
TICK,3,19
TICK,4,7
TICK,5,11
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 10347
GAME_TIME_HIGH, 11308
TICK,0,231
TICK,1,218
TICK,2,67
TICK,3,19
TICK,4,9
TICK,5,10
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 10483
GAME_TIME_HIGH, 11383
TICK,0,246
TICK,1,199
TICK,2,64
TICK,3,27
TICK,4,10
TICK,5,16
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 10380
GAME_TIME_HIGH, 11266
TICK,0,229
TICK,1,214
TICK,2,67
TICK,3,20
TICK,4,11
TICK,5,16
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 10331
GAME_TIME_HIGH, 11291
TICK,0,228
TICK,1,222
TICK,2,63
TICK,3,23
TICK,4,7
TICK,5,10
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 10289
GAME_TIME_HIGH, 11226
TICK,0,232
TICK,1,217
TICK,2,59
TICK,3,25
TICK,4,8
TICK,5,9
TICK,6,5
TICK,7,9
GAME_TIME_LOW, 10327
GAME_TIME_HIGH, 11287
TICK,0,228
TICK,1,223
TICK,2,63
TICK,3,22
TICK,4,7
TICK,5,10
TICK,6,3
TICK,7,10
GAME_TIME_LOW, 10352
GAME_TIME_HIGH, 11253
TICK,0,242
TICK,1,201
TICK,2,62
TICK,3,26
TICK,4,7
TICK,5,16
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 10347
GAME_TIME_HIGH, 11243
TICK,0,242
TICK,1,201
TICK,2,61
TICK,3,28
TICK,4,6
TICK,5,17
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 9991
GAME_TIME_HIGH, 10837
TICK,0,224
TICK,1,203
TICK,2,64
TICK,3,21
TICK,4,9
TICK,5,13
TICK,6,7
TICK,7,6
GAME_TIME_LOW, 10483
GAME_TIME_HIGH, 11383
TICK,0,246
TICK,1,201
TICK,2,60
TICK,3,29
TICK,4,10
TICK,5,16
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 9974
GAME_TIME_HIGH, 10837
TICK,0,223
TICK,1,201
TICK,2,60
TICK,3,24
TICK,4,10
TICK,5,16
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 10463
GAME_TIME_HIGH, 11374
TICK,0,241
TICK,1,203
TICK,2,70
TICK,3,20
TICK,4,14
TICK,5,14
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 10455
GAME_TIME_HIGH, 11366
TICK,0,243
TICK,1,201
TICK,2,72
TICK,3,18
TICK,4,14
TICK,5,14
TICK,6,3
TICK,7,8
GAME_TIME_LOW, 9616
GAME_TIME_HIGH, 10471
TICK,0,217
TICK,1,187
TICK,2,63
TICK,3,22
TICK,4,12
TICK,5,14
TICK,6,2
TICK,7,8
GAME_TIME_LOW, 9921
GAME_TIME_HIGH, 10810
TICK,0,246
TICK,1,185
TICK,2,49
TICK,3,23
TICK,4,17
TICK,5,11
TICK,6,5
TICK,7,8
GAME_TIME_LOW, 10098
GAME_TIME_HIGH, 10941
TICK,0,222
TICK,1,208
TICK,2,61
TICK,3,23
TICK,4,13
TICK,5,13
TICK,6,6
TICK,7,6
GAME_TIME_LOW, 9515
GAME_TIME_HIGH, 10409
TICK,0,224
TICK,1,177
TICK,2,52
TICK,3,27
TICK,4,14
TICK,5,10
TICK,6,5
TICK,7,9
GAME_TIME_LOW, 9143
GAME_TIME_HIGH, 9936
TICK,0,200
TICK,1,195
TICK,2,55
TICK,3,22
TICK,4,9
TICK,5,10
TICK,6,3
TICK,7,7
GAME_TIME_LOW, 9527
GAME_TIME_HIGH, 10419
TICK,0,203
TICK,1,207
TICK,2,52
TICK,3,26
TICK,4,8
TICK,5,9
TICK,6,5
TICK,7,9
GAME_TIME_LOW, 9538
GAME_TIME_HIGH, 10394
TICK,0,196
TICK,1,208
TICK,2,60
TICK,3,20
TICK,4,12
TICK,5,11
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10261
GAME_TIME_HIGH, 11237
TICK,0,225
TICK,1,219
TICK,2,60
TICK,3,22
TICK,4,7
TICK,5,12
TICK,6,5
TICK,7,10
GAME_TIME_LOW, 9928
GAME_TIME_HIGH, 10872
TICK,0,208
TICK,1,210
TICK,2,63
TICK,3,21
TICK,4,12
TICK,5,11
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10280
GAME_TIME_HIGH, 11257
TICK,0,221
TICK,1,221
TICK,2,60
TICK,3,22
TICK,4,7
TICK,5,15
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 9530
GAME_TIME_HIGH, 10375
TICK,0,214
TICK,1,188
TICK,2,57
TICK,3,26
TICK,4,16
TICK,5,7
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 9526
GAME_TIME_HIGH, 10320
TICK,0,212
TICK,1,183
TICK,2,67
TICK,3,19
TICK,4,13
TICK,5,18
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 10284
GAME_TIME_HIGH, 11235
TICK,0,232
TICK,1,204
TICK,2,65
TICK,3,25
TICK,4,8
TICK,5,12
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10687
GAME_TIME_HIGH, 11687
TICK,0,240
TICK,1,222
TICK,2,62
TICK,3,24
TICK,4,9
TICK,5,12
TICK,6,5
TICK,7,10
GAME_TIME_LOW, 10695
GAME_TIME_HIGH, 11695
TICK,0,238
TICK,1,222
TICK,2,64
TICK,3,24
TICK,4,9
TICK,5,12
TICK,6,5
TICK,7,10
GAME_TIME_LOW, 9902
GAME_TIME_HIGH, 10710
TICK,0,227
TICK,1,195
TICK,2,56
TICK,3,25
TICK,4,12
TICK,5,16
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 9894
GAME_TIME_HIGH, 10702
TICK,0,232
TICK,1,189
TICK,2,57
TICK,3,25
TICK,4,12
TICK,5,16
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 9894
GAME_TIME_HIGH, 10708
TICK,0,229
TICK,1,193
TICK,2,59
TICK,3,23
TICK,4,9
TICK,5,18
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 9898
GAME_TIME_HIGH, 10714
TICK,0,226
TICK,1,191
TICK,2,65
TICK,3,21
TICK,4,13
TICK,5,18
TICK,6,2
TICK,7,6
GAME_TIME_LOW, 9920
GAME_TIME_HIGH, 10784
TICK,0,237
TICK,1,178
TICK,2,62
TICK,3,27
TICK,4,13
TICK,5,12
TICK,6,6
TICK,7,7
GAME_TIME_LOW, 10261
GAME_TIME_HIGH, 11181
TICK,0,246
TICK,1,185
TICK,2,61
TICK,3,26
TICK,4,13
TICK,5,16
TICK,6,5
TICK,7,8
GAME_TIME_LOW, 10716
GAME_TIME_HIGH, 11711
TICK,0,237
TICK,1,220
TICK,2,64
TICK,3,21
TICK,4,15
TICK,5,13
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10659
GAME_TIME_HIGH, 11592
TICK,0,245
TICK,1,206
TICK,2,66
TICK,3,24
TICK,4,8
TICK,5,19
TICK,6,7
TICK,7,7
GAME_TIME_LOW, 9897
GAME_TIME_HIGH, 10706
TICK,0,224
TICK,1,201
TICK,2,56
TICK,3,21
TICK,4,11
TICK,5,19
TICK,6,5
TICK,7,5
GAME_TIME_LOW, 9898
GAME_TIME_HIGH, 10754
TICK,0,216
TICK,1,206
TICK,2,61
TICK,3,24
TICK,4,8
TICK,5,15
TICK,6,4
TICK,7,7
GAME_TIME_LOW, 9928
GAME_TIME_HIGH, 10820
TICK,0,219
TICK,1,209
TICK,2,62
TICK,3,18
TICK,4,8
TICK,5,15
TICK,6,4
TICK,7,8
GAME_TIME_LOW, 10244
GAME_TIME_HIGH, 11214
TICK,0,254
TICK,1,177
TICK,2,63
TICK,3,20
TICK,4,18
TICK,5,13
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10240
GAME_TIME_HIGH, 11210
TICK,0,253
TICK,1,179
TICK,2,63
TICK,3,20
TICK,4,17
TICK,5,13
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 9495
GAME_TIME_HIGH, 10293
TICK,0,221
TICK,1,172
TICK,2,70
TICK,3,16
TICK,4,14
TICK,5,17
TICK,6,3
TICK,7,6
GAME_TIME_LOW, 11100
GAME_TIME_HIGH, 12099
TICK,0,270
TICK,1,195
TICK,2,68
TICK,3,27
TICK,4,18
TICK,5,13
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10298
GAME_TIME_HIGH, 11263
TICK,0,230
TICK,1,203
TICK,2,58
TICK,3,31
TICK,4,13
TICK,5,11
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10272
GAME_TIME_HIGH, 11249
TICK,0,224
TICK,1,220
TICK,2,58
TICK,3,21
TICK,4,8
TICK,5,15
TICK,6,4
TICK,7,10
GAME_TIME_LOW, 10072
GAME_TIME_HIGH, 10890
TICK,0,233
TICK,1,195
TICK,2,62
TICK,3,24
TICK,4,11
TICK,5,16
TICK,6,6
TICK,7,5
GAME_TIME_LOW, 9927
GAME_TIME_HIGH, 10786
TICK,0,233
TICK,1,182
TICK,2,61
TICK,3,27
TICK,4,14
TICK,5,13
TICK,6,5
TICK,7,7
GAME_TIME_LOW, 10698
GAME_TIME_HIGH, 11673
TICK,0,249
TICK,1,193
TICK,2,69
TICK,3,28
TICK,4,15
TICK,5,13
TICK,6,6
TICK,7,9
GAME_TIME_LOW, 10703
GAME_TIME_HIGH, 11675
TICK,0,235
