GAME_TIME_LOW, 9822
GAME_TIME_HIGH, 10434
TICK,2,17
TICK,3,6
TICK,4,1
TICK,5,3
TICK,6,4
TICK,7,2
GAME_TIME_LOW, 9652
GAME_TIME_HIGH, 10353
TICK,0,428
TICK,1,119
TICK,2,11
TICK,3,5
TICK,4,3
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9661
GAME_TIME_HIGH, 10385
TICK,0,420
TICK,1,126
TICK,2,18
TICK,3,1
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9659
GAME_TIME_HIGH, 10362
TICK,0,421
TICK,1,126
TICK,2,13
TICK,3,6
TICK,4,1
TICK,5,1
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9651
GAME_TIME_HIGH, 10341
TICK,0,428
TICK,1,113
TICK,2,15
TICK,3,6
TICK,4,1
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 9669
GAME_TIME_HIGH, 10372
TICK,0,417
TICK,1,129
TICK,2,15
TICK,3,4
TICK,4,2
TICK,5,1
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9682
GAME_TIME_HIGH, 10380
TICK,0,411
TICK,1,133
TICK,2,16
TICK,3,5
TICK,4,2
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9676
GAME_TIME_HIGH, 10405
TICK,0,421
TICK,1,125
TICK,2,12
TICK,3,7
TICK,4,2
TICK,5,1
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9675
GAME_TIME_HIGH, 10398
TICK,0,405
TICK,1,138
TICK,2,21
TICK,3,0
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10062
GAME_TIME_HIGH, 10787
TICK,0,435
TICK,1,137
TICK,2,12
TICK,3,4
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10062
GAME_TIME_HIGH, 10787
TICK,0,435
TICK,1,137
TICK,2,12
TICK,3,4
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10075
GAME_TIME_HIGH, 10822
TICK,0,422
TICK,1,146
TICK,2,19
TICK,3,0
TICK,4,3
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10059
GAME_TIME_HIGH, 10809
TICK,0,436
TICK,1,129
TICK,2,19
TICK,3,4
TICK,4,1
TICK,5,3
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9681
GAME_TIME_HIGH, 10404
TICK,0,408
TICK,1,135
TICK,2,15
TICK,3,6
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9679
GAME_TIME_HIGH, 10402
TICK,0,408
TICK,1,136
TICK,2,14
TICK,3,6
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9661
GAME_TIME_HIGH, 10386
TICK,0,410
TICK,1,130
TICK,2,19
TICK,3,4
TICK,4,1
TICK,5,3
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9666
GAME_TIME_HIGH, 10363
TICK,0,415
TICK,1,127
TICK,2,14
TICK,3,7
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10032
GAME_TIME_HIGH, 10752
TICK,0,431
TICK,1,137
TICK,2,14
TICK,3,6
TICK,4,1
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9647
GAME_TIME_HIGH, 10369
TICK,0,411
TICK,1,131
TICK,2,20
TICK,3,1
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9640
GAME_TIME_HIGH, 10334
TICK,0,423
TICK,1,119
TICK,2,15
TICK,3,4
TICK,4,1
TICK,5,2
TICK,6,6
TICK,7,2
GAME_TIME_LOW, 10059
GAME_TIME_HIGH, 10808
TICK,0,430
TICK,1,131
TICK,2,22
TICK,3,4
TICK,4,1
TICK,5,3
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10042
GAME_TIME_HIGH, 10765
TICK,0,430
TICK,1,137
TICK,2,15
TICK,3,4
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10069
GAME_TIME_HIGH, 10815
TICK,0,418
TICK,1,147
TICK,2,21
TICK,3,0
TICK,4,3
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10028
GAME_TIME_HIGH, 10748
TICK,0,436
TICK,1,132
TICK,2,13
TICK,3,5
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9654
GAME_TIME_HIGH, 10353
TICK,0,409
TICK,1,130
TICK,2,21
TICK,3,3
TICK,4,1
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9657
GAME_TIME_HIGH, 10379
TICK,0,410
TICK,1,131
TICK,2,18
TICK,3,4
TICK,4,2
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10055
GAME_TIME_HIGH, 10771
TICK,0,434
TICK,1,132
TICK,2,12
TICK,3,6
TICK,4,1
TICK,5,4
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 9637
GAME_TIME_HIGH, 10331
TICK,0,418
TICK,1,125
TICK,2,11
TICK,3,8
TICK,4,2
TICK,5,4
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9670
GAME_TIME_HIGH, 10365
TICK,0,396
TICK,1,144
TICK,2,14
TICK,3,6
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9670
GAME_TIME_HIGH, 10372
TICK,0,406
TICK,1,131
TICK,2,22
TICK,3,3
TICK,4,1
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9648
GAME_TIME_HIGH, 10377
TICK,0,411
TICK,1,132
TICK,2,12
TICK,3,5
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 10059
GAME_TIME_HIGH, 10775
TICK,0,434
TICK,1,131
TICK,2,13
TICK,3,5
TICK,4,2
TICK,5,4
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10053
GAME_TIME_HIGH, 10766
TICK,0,435
TICK,1,131
TICK,2,12
TICK,3,5
TICK,4,3
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 9669
GAME_TIME_HIGH, 10358
TICK,0,413
TICK,1,128
TICK,2,12
TICK,3,6
TICK,4,3
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10069
GAME_TIME_HIGH, 10794
TICK,0,418
TICK,1,148
TICK,2,15
TICK,3,7
TICK,4,1
TICK,5,1
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9668
GAME_TIME_HIGH, 10367
TICK,0,406
TICK,1,135
TICK,2,15
TICK,3,5
TICK,4,3
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9665
GAME_TIME_HIGH, 10387
TICK,0,407
TICK,1,134
TICK,2,18
TICK,3,3
TICK,4,3
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9696
GAME_TIME_HIGH, 10393
TICK,0,400
TICK,1,142
TICK,2,13
TICK,3,4
TICK,4,2
TICK,5,3
TICK,6,6
TICK,7,2
GAME_TIME_LOW, 9674
GAME_TIME_HIGH, 10373
TICK,0,411
TICK,1,125
TICK,2,17
TICK,3,8
TICK,4,3
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10030
GAME_TIME_HIGH, 10751
TICK,0,431
TICK,1,127
TICK,2,17
TICK,3,8
TICK,4,3
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9659
GAME_TIME_HIGH, 10355
TICK,0,404
TICK,1,135
TICK,2,13
TICK,3,8
TICK,4,2
TICK,5,5
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9656
GAME_TIME_HIGH, 10350
TICK,0,396
TICK,1,143
TICK,2,13
TICK,3,6
TICK,4,5
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9663
GAME_TIME_HIGH, 10383
TICK,0,394
TICK,1,144
TICK,2,17
TICK,3,4
TICK,4,4
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9672
GAME_TIME_HIGH, 10363
TICK,0,389
TICK,1,148
TICK,2,14
TICK,3,8
TICK,4,5
TICK,5,1
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9674
GAME_TIME_HIGH, 10365
TICK,0,387
TICK,1,151
TICK,2,13
TICK,3,8
TICK,4,5
TICK,5,1
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9694
GAME_TIME_HIGH, 10386
TICK,0,386
TICK,1,153
TICK,2,13
TICK,3,8
TICK,4,5
TICK,5,1
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9690
GAME_TIME_HIGH, 10382
TICK,0,388
TICK,1,151
TICK,2,13
TICK,3,8
TICK,4,5
TICK,5,1
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9702
GAME_TIME_HIGH, 10405
TICK,0,405
TICK,1,130
TICK,2,24
TICK,3,2
TICK,4,3
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10470
GAME_TIME_HIGH, 11215
TICK,0,444
TICK,1,147
TICK,2,13
TICK,3,7
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9635
GAME_TIME_HIGH, 10354
TICK,0,395
TICK,1,142
TICK,2,20
TICK,3,2
TICK,4,3
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9653
GAME_TIME_HIGH, 10378
TICK,0,398
TICK,1,136
TICK,2,17
TICK,3,7
TICK,4,2
TICK,5,4
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 9654
GAME_TIME_HIGH, 10350
TICK,0,391
TICK,1,140
TICK,2,22
TICK,3,7
TICK,4,1
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9668
GAME_TIME_HIGH, 10368
TICK,0,395
TICK,1,136
TICK,2,23
TICK,3,7
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10041
GAME_TIME_HIGH, 10759
TICK,0,416
TICK,1,140
TICK,2,18
TICK,3,8
TICK,4,2
TICK,5,5
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 10070
GAME_TIME_HIGH, 10822
TICK,0,415
TICK,1,147
TICK,2,13
TICK,3,7
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 10061
GAME_TIME_HIGH, 10781
TICK,0,425
TICK,1,133
TICK,2,17
TICK,3,9
TICK,4,2
TICK,5,5
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9666
GAME_TIME_HIGH, 10362
TICK,0,405
TICK,1,136
TICK,2,13
TICK,3,5
TICK,4,1
TICK,5,3
TICK,6,6
TICK,7,2
GAME_TIME_LOW, 9650
GAME_TIME_HIGH, 10350
TICK,0,405
TICK,1,127
TICK,2,21
TICK,3,7
TICK,4,1
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9664
GAME_TIME_HIGH, 10358
TICK,0,391
TICK,1,144
TICK,2,20
TICK,3,5
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9675
GAME_TIME_HIGH, 10404
TICK,0,398
TICK,1,136
TICK,2,19
TICK,3,5
TICK,4,2
TICK,5,5
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10039
GAME_TIME_HIGH, 10781
TICK,0,409
TICK,1,149
TICK,2,17
TICK,3,5
TICK,4,5
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10045
GAME_TIME_HIGH, 10788
TICK,0,409
TICK,1,150
TICK,2,21
TICK,3,3
TICK,4,3
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10069
GAME_TIME_HIGH, 10788
TICK,0,416
TICK,1,137
TICK,2,21
TICK,3,9
TICK,4,2
TICK,5,5
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9675
GAME_TIME_HIGH, 10377
TICK,0,390
TICK,1,146
TICK,2,17
TICK,3,7
TICK,4,2
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9656
GAME_TIME_HIGH, 10350
TICK,0,391
TICK,1,150
TICK,2,12
TICK,3,7
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9686
GAME_TIME_HIGH, 10400
TICK,0,399
TICK,1,138
TICK,2,16
TICK,3,8
TICK,4,0
TICK,5,3
TICK,6,4
TICK,7,3
GAME_TIME_LOW, 10065
GAME_TIME_HIGH, 10815
TICK,0,416
TICK,1,144
TICK,2,16
TICK,3,7
TICK,4,2
TICK,5,4
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10045
GAME_TIME_HIGH, 10753
TICK,0,424
TICK,1,137
TICK,2,13
TICK,3,8
TICK,4,3
TICK,5,2
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10040
GAME_TIME_HIGH, 10763
TICK,0,412
TICK,1,150
TICK,2,15
TICK,3,3
TICK,4,4
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10056
GAME_TIME_HIGH, 10780
TICK,0,422
TICK,1,135
TICK,2,17
TICK,3,8
TICK,4,3
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10063
GAME_TIME_HIGH, 10772
TICK,0,424
TICK,1,138
TICK,2,13
TICK,3,8
TICK,4,3
TICK,5,2
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 9652
GAME_TIME_HIGH, 10352
TICK,0,397
TICK,1,138
TICK,2,21
TICK,3,5
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9645
GAME_TIME_HIGH, 10346
TICK,0,397
TICK,1,142
TICK,2,10
TICK,3,8
TICK,4,4
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 10060
GAME_TIME_HIGH, 10778
TICK,0,417
TICK,1,139
TICK,2,19
TICK,3,8
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10062
GAME_TIME_HIGH, 10783
TICK,0,408
TICK,1,156
TICK,2,13
TICK,3,5
TICK,4,4
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9666
GAME_TIME_HIGH, 10363
TICK,0,394
TICK,1,140
TICK,2,19
TICK,3,7
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9644
GAME_TIME_HIGH, 10343
TICK,0,397
TICK,1,134
TICK,2,22
TICK,3,7
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9662
GAME_TIME_HIGH, 10355
TICK,0,388
TICK,1,148
TICK,2,14
TICK,3,6
TICK,4,6
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9664
GAME_TIME_HIGH, 10363
TICK,0,394
TICK,1,133
TICK,2,26
TICK,3,4
TICK,4,3
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9683
GAME_TIME_HIGH, 10409
TICK,0,392
TICK,1,143
TICK,2,18
TICK,3,5
TICK,4,3
TICK,5,4
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10075
GAME_TIME_HIGH, 10818
TICK,0,396
TICK,1,164
TICK,2,19
TICK,3,2
TICK,4,5
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10040
GAME_TIME_HIGH, 10757
TICK,0,408
TICK,1,154
TICK,2,14
TICK,3,7
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10040
GAME_TIME_HIGH, 10756
TICK,0,404
TICK,1,149
TICK,2,25
TICK,3,4
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10079
GAME_TIME_HIGH, 10822
TICK,0,393
TICK,1,168
TICK,2,18
TICK,3,2
TICK,4,5
TICK,5,2
TICK,6,1
TICK,7,4
GAME_TIME_LOW, 10028
GAME_TIME_HIGH, 10750
TICK,0,415
TICK,1,137
TICK,2,23
TICK,3,8
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9634
GAME_TIME_HIGH, 10329
TICK,0,396
TICK,1,135
TICK,2,18
TICK,3,8
TICK,4,3
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9644
GAME_TIME_HIGH, 10336
TICK,0,386
TICK,1,144
TICK,2,24
TICK,3,3
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10052
GAME_TIME_HIGH, 10772
TICK,0,411
TICK,1,148
TICK,2,16
TICK,3,4
TICK,4,6
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10052
GAME_TIME_HIGH, 10775
TICK,0,410
TICK,1,150
TICK,2,16
TICK,3,3
TICK,4,5
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10043
GAME_TIME_HIGH, 10753
TICK,0,420
TICK,1,136
TICK,2,17
TICK,3,9
TICK,4,1
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10040
GAME_TIME_HIGH, 10756
TICK,0,404
TICK,1,149
TICK,2,25
TICK,3,4
TICK,4,3
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9654
GAME_TIME_HIGH, 10353
TICK,0,388
TICK,1,145
TICK,2,22
TICK,3,5
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10064
GAME_TIME_HIGH, 10784
TICK,0,407
TICK,1,147
TICK,2,20
TICK,3,9
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9657
GAME_TIME_HIGH, 10343
TICK,0,398
TICK,1,134
TICK,2,17
TICK,3,8
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10044
GAME_TIME_HIGH, 10763
TICK,0,409
TICK,1,143
TICK,2,21
TICK,3,9
TICK,4,2
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9663
GAME_TIME_HIGH, 10355
TICK,0,392
TICK,1,140
TICK,2,23
TICK,3,6
TICK,4,1
TICK,5,4
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9650
GAME_TIME_HIGH, 10316
TICK,0,393
TICK,1,140
TICK,2,22
TICK,3,6
TICK,4,1
TICK,5,4
TICK,6,2
TICK,7,2
GAME_TIME_LOW, 10042
GAME_TIME_HIGH, 10759
TICK,0,411
TICK,1,149
TICK,2,15
TICK,3,7
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10032
GAME_TIME_HIGH, 10753
TICK,0,411
TICK,1,137
TICK,2,26
TICK,3,4
TICK,4,4
TICK,5,4
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9656
GAME_TIME_HIGH, 10322
TICK,0,393
TICK,1,136
TICK,2,26
TICK,3,7
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,2
GAME_TIME_LOW, 10045
GAME_TIME_HIGH, 10766
TICK,0,406
TICK,1,148
TICK,2,21
TICK,3,7
TICK,4,3
TICK,5,1
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9663
GAME_TIME_HIGH, 10335
TICK,0,401
TICK,1,140
TICK,2,9
TICK,3,8
TICK,4,5
TICK,5,3
TICK,6,3
TICK,7,2
GAME_TIME_LOW, 10062
GAME_TIME_HIGH, 10780
TICK,0,390
TICK,1,167
TICK,2,14
TICK,3,6
TICK,4,6
TICK,5,3
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 10044
GAME_TIME_HIGH, 10761
TICK,0,413
TICK,1,144
TICK,2,15
TICK,3,8
TICK,4,1
TICK,5,3
TICK,6,6
TICK,7,2
GAME_TIME_LOW, 10041
GAME_TIME_HIGH, 10749
TICK,0,409
TICK,1,140
TICK,2,21
TICK,3,10
TICK,4,1
TICK,5,3
TICK,6,5
TICK,7,2
GAME_TIME_LOW, 10050
GAME_TIME_HIGH, 10766
TICK,0,404
TICK,1,147
TICK,2,26
TICK,3,3
TICK,4,5
TICK,5,2
TICK,6,2
TICK,7,3
GAME_TIME_LOW, 9668
GAME_TIME_HIGH, 10331
TICK,0,383
TICK,1,154
TICK,2,16
TICK,3,6
TICK,4,4
TICK,5,3
TICK,6,2
TICK,7,2
GAME_TIME_LOW, 9684
GAME_TIME_HIGH, 10348
TICK,0,387
TICK,1,150
TICK,2,17
TICK,3,4
TICK,4,6
TICK,5,3
TICK,6,2
TICK,7,2
GAME_TIME_LOW, 9627
GAME_TIME_HIGH, 10288
TICK,0,399
TICK,1,136
TICK,2,20
TICK,3,7
TICK,4,0
TICK,5,5
TICK,6,1
TICK,7,2
GAME_TIME_LOW, 9669
GAME_TIME_HIGH, 10355
TICK,0,386
TICK,1,153
TICK,2,14
TICK,3,4
TICK,4,7
TICK,5,2
TICK,6,1
TICK,7,3
GAME_TIME_LOW, 9662
GAME_TIME_HIGH, 10331
TICK,0,395
TICK,1,134
TICK,2,23
TICK,3,9
TICK,4,0
TICK,5,5
TICK,6,2
TICK,7,2
GAME_TIME_LOW, 9655
GAME_TIME_HIGH, 10317
TICK,0,396
TICK,1,138
TICK,2,22
TICK,3,7
TICK,4,0
TICK,5,5
TICK,6,1
TICK,7,2
GAME_TIME_LOW, 10048
GAME_TIME_HIGH, 10784
TICK,0,404
TICK,1,141
TICK,2,26
TICK,3,7
TICK,4,1
TICK,5,4
TICK,6,4
TICK,7,3
GAME_TIME_LOW, 10064
GAME_TIME_HIGH, 10813
TICK,0,403
TICK,1,146
TICK,2,21
TICK,3,9
TICK,4,4
TICK,5,2
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 10007
GAME_TIME_HIGH, 10779
TICK,0,410
TICK,1,137
TICK,2,16
TICK,3,10
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 10013
GAME_TIME_HIGH, 10785
TICK,0,409
TICK,1,136
TICK,2,18
TICK,3,10
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9629
GAME_TIME_HIGH, 10327
TICK,0,383
TICK,1,144
TICK,2,23
TICK,3,4
TICK,4,4
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9866
GAME_TIME_HIGH, 10603
TICK,0,384
TICK,1,160
TICK,2,19
TICK,3,2
TICK,4,6
TICK,5,2
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9464
GAME_TIME_HIGH, 10176
TICK,0,359
TICK,1,161
TICK,2,18
TICK,3,2
TICK,4,6
TICK,5,2
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9623
GAME_TIME_HIGH, 10326
TICK,0,385
TICK,1,137
TICK,2,25
TICK,3,6
TICK,4,2
TICK,5,4
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9655
GAME_TIME_HIGH, 10354
TICK,0,383
TICK,1,143
TICK,2,24
TICK,3,4
TICK,4,5
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 10031
GAME_TIME_HIGH, 10804
TICK,0,409
TICK,1,136
TICK,2,20
TICK,3,9
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9617
GAME_TIME_HIGH, 10314
TICK,0,382
TICK,1,144
TICK,2,22
TICK,3,4
TICK,4,5
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 10033
GAME_TIME_HIGH, 10806
TICK,0,407
TICK,1,140
TICK,2,17
TICK,3,10
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 10049
GAME_TIME_HIGH, 10809
TICK,0,397
TICK,1,143
TICK,2,28
TICK,3,5
TICK,4,4
TICK,5,4
TICK,6,3
TICK,7,4
GAME_TIME_LOW, 9250
GAME_TIME_HIGH, 9953
TICK,0,363
TICK,1,146
TICK,2,14
TICK,3,3
TICK,4,7
TICK,5,3
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9629
GAME_TIME_HIGH, 10326
TICK,0,376
TICK,1,150
TICK,2,22
TICK,3,4
TICK,4,5
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9642
GAME_TIME_HIGH, 10371
TICK,0,377
TICK,1,145
TICK,2,26
TICK,3,7
TICK,4,0
TICK,5,4
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 10046
GAME_TIME_HIGH, 10796
TICK,0,393
TICK,1,159
TICK,2,16
TICK,3,6
TICK,4,6
TICK,5,3
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9631
GAME_TIME_HIGH, 10327
TICK,0,371
TICK,1,151
TICK,2,24
TICK,3,4
TICK,4,6
TICK,5,2
TICK,6,3
TICK,7,3
GAME_TIME_LOW, 9639
GAME_TIME_HIGH, 10374
TICK,0,369
TICK,1,151
TICK,2,24
TICK,3,6
TICK,4,2
TICK,5,4
TICK,6,3
TICK,7,4
GAME_TIME_LOW, 10032
GAME_TIME_HIGH, 10760
TICK,0,396
TICK,1,149
TICK,2,21
TICK,3,7
TICK,4,6
TICK,5,2
TICK,6,4
TICK,7,3
GAME_TIME_LOW, 9648
GAME_TIME_HIGH, 10382
TICK,0,381
TICK,1,137
TICK,2,24
TICK,3,6
TICK,4,4
TICK,5,6
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 10043
GAME_TIME_HIGH, 10816
TICK,0,400
TICK,1,147
TICK,2,19
TICK,3,8
TICK,4,2
TICK,5,3
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9667
GAME_TIME_HIGH, 10407
TICK,0,381
TICK,1,138
TICK,2,24
TICK,3,8
TICK,4,2
TICK,5,5
TICK,6,3
TICK,7,4
GAME_TIME_LOW, 10032
GAME_TIME_HIGH, 10803
TICK,0,404
TICK,1,144
TICK,2,18
TICK,3,7
TICK,4,2
TICK,5,5
TICK,6,4
TICK,7,4
GAME_TIME_LOW, 10037
GAME_TIME_HIGH, 10813
TICK,0,404
TICK,1,143
TICK,2,19
TICK,3,8
TICK,4,1
TICK,5,4
TICK,6,5
TICK,7,4
GAME_TIME_LOW, 9620
GAME_TIME_HIGH, 10353
TICK,0,375
TICK,1,146
TICK,2,23
TICK,3,7
TICK,4,0
TICK,5,6
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9624
GAME_TIME_HIGH, 10368
TICK,0,389
TICK,1,136
TICK,2,18
TICK,3,6
TICK,4,3
TICK,5,4
TICK,6,4
TICK,7,4
GAME_TIME_LOW, 9612
GAME_TIME_HIGH, 10348
TICK,0,394
TICK,1,123
TICK,2,23
TICK,3,5
TICK,4,5
TICK,5,7
TICK,6,2
TICK,7,4
GAME_TIME_LOW, 9636
GAME_TIME_HIGH, 10374
TICK,0,383
TICK,1,142
TICK,2,15
TICK,3,10
TICK,4,4
TICK,5,2
TICK,6,4
TICK,7,4
GAME_TIME_LOW, 10004
GAME_TIME_HIGH, 10731
TICK,0,399
TICK,1,151
TICK,2,12
TICK,3,9
TICK,4,7
TICK,5,2
TICK,6,4
TICK,7,3
GAME_TIME_LOW, 10006
GAME_TIME_HIGH, 10733
TICK,0,397
TICK,1,154
TICK,2,11
TICK,3,9
TICK,4,7
TICK,5,2
TICK,6,4
TICK,7,3
GAME_TIME_LOW, 9645
GAME_TIME_HIGH, 10374
TICK,0,372
TICK,1,152
TICK,2,13
TICK,3,8
TICK,4,9
TICK,5,2
TICK,6,3
TICK,7,4
GAME_TIME_LOW, 9645
GAME_TIME_HIGH, 10374
TICK,0,371
