Type,Value
CPU,0.0
MEM,3.69922
CPU,0.0
MEM,3.69922
CPU,0.0
MEM,3.69922
CPU,0.0
MEM,3.69922
CPU,0.0
MEM,7.21484
CPU,6.7
MEM,9.91797
CPU,6.7
MEM,12.332
CPU,6.7
MEM,14.7969
CPU,6.7
MEM,17.3125
CPU,6.7
MEM,19.8203
CPU,0.0
MEM,21.9961
CPU,13.3
MEM,24.293
CPU,13.3
MEM,25.3047
CPU,13.3
MEM,26.0742
CPU,20.0
MEM,27.3438
CPU,20.0
MEM,27.8555
CPU,13.3
MEM,27.8555
CPU,26.7
MEM,27.8555
CPU,6.7
MEM,28.1094
CPU,13.3
MEM,29.3906
CPU,13.3
MEM,30.4141
CPU,6.7
MEM,32.207
CPU,20.0
MEM,33.4883
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,12.5
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,12.5
MEM,33.7461
CPU,0.0
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,0.0
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.2
MEM,33.7461
CPU,20.0
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,6.7
MEM,33.7461
CPU,13.3
MEM,33.7461
CPU,0.0
MEM,33.7461
