Type,Value
CPU,80.0
MEM,11.207
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,0.0
MEM,41.5352
CPU,13.3
MEM,41.5352
CPU,20.0
MEM,42.25
CPU,13.3
MEM,44.043
CPU,13.3
MEM,47.3555
CPU,33.3
MEM,46.9531
CPU,33.3
MEM,52.332
CPU,20.0
MEM,52.793
CPU,13.3
MEM,53.8164
CPU,26.7
MEM,56.9102
CPU,33.3
MEM,57.4219
CPU,33.3
MEM,57.6797
CPU,33.3
MEM,57.9375
CPU,26.7
MEM,58.4453
CPU,33.3
MEM,58.7031
CPU,20.0
MEM,58.7031
CPU,13.3
MEM,58.7031
CPU,33.3
MEM,59.207
CPU,20.0
MEM,59.4648
CPU,31.2
MEM,59.4648
CPU,40.0
MEM,59.8828
CPU,20.0
MEM,59.8828
CPU,33.3
MEM,60.3984
CPU,20.0
MEM,60.3984
CPU,6.7
MEM,61.1602
CPU,33.3
MEM,61.1602
CPU,13.3
MEM,61.1602
CPU,26.7
MEM,61.418
CPU,40.0
MEM,61.9258
CPU,43.8
MEM,62.1836
CPU,26.7
MEM,62.1836
CPU,26.7
MEM,60.2852
CPU,33.3
MEM,60.7266
CPU,26.7
MEM,60.7266
CPU,13.3
MEM,60.7266
CPU,46.7
MEM,60.7266
CPU,40.0
MEM,60.7266
CPU,46.7
MEM,60.7266
CPU,26.7
MEM,60.7266
CPU,26.7
MEM,60.7266
CPU,26.7
MEM,60.7266
CPU,12.5
MEM,60.7266
CPU,26.7
MEM,60.7266
CPU,37.5
MEM,60.9844
CPU,25.0
MEM,60.9844
CPU,33.3
MEM,60.9844
CPU,20.0
MEM,60.9844
CPU,26.7
MEM,61.2422
CPU,26.7
MEM,61.4688
CPU,33.3
MEM,61.4688
CPU,13.3
MEM,61.7266
CPU,20.0
MEM,61.9844
CPU,13.3
MEM,61.9844
CPU,25.0
MEM,61.9844
CPU,50.0
MEM,62.2422
CPU,33.3
MEM,62.7578
CPU,31.2
MEM,62.7578
CPU,37.5
MEM,63.0156
