Type,Value
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,2.09375 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,6.2
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.42969 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,6.7
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
CPU,0.0
MEM,3.6875 MB
