Type,Value
CPU,0.0
MEM,3.70703
CPU,0.0
MEM,3.70703
CPU,0.0
MEM,3.70703
CPU,0.0
MEM,3.70703
CPU,6.7
MEM,6.70703
CPU,6.7
MEM,9.58594
CPU,6.7
MEM,11.7734
CPU,0.0
MEM,14.6641
CPU,6.7
MEM,16.668
CPU,13.3
MEM,19.6641
CPU,6.7
MEM,21.3672
CPU,6.7
MEM,24.0938
CPU,0.0
MEM,26.7773
CPU,6.7
MEM,29.0273
CPU,6.7
MEM,30.8125
CPU,13.3
MEM,33.125
CPU,6.2
MEM,34.6641
CPU,6.7
MEM,36.1914
CPU,26.7
MEM,37.7227
CPU,20.0
MEM,39.2539
CPU,26.7
MEM,39.5078
CPU,13.3
MEM,39.5078
CPU,12.5
MEM,39.5078
CPU,13.3
MEM,39.5078
CPU,26.7
MEM,39.7656
CPU,0.0
MEM,41.3047
CPU,0.0
MEM,41.3047
CPU,0.0
MEM,41.3047
CPU,0.0
MEM,41.3047
CPU,0.0
MEM,41.3047
CPU,0.0
MEM,41.3047
CPU,20.0
MEM,42.0742
CPU,26.7
MEM,43.6133
CPU,0.0
MEM,45.1523
CPU,26.7
MEM,46.4336
CPU,26.7
MEM,47.2031
CPU,20.0
MEM,47.2031
CPU,26.7
MEM,47.2031
CPU,20.0
MEM,47.2031
CPU,20.0
MEM,47.2031
CPU,20.0
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,13.3
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,26.7
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,20.0
MEM,47.4609
CPU,6.7
MEM,47.4609
CPU,33.3
MEM,47.4609
CPU,6.7
MEM,47.7109
CPU,6.7
MEM,47.7109
CPU,0.0
MEM,47.7109
CPU,26.7
MEM,47.7109
CPU,20.0
MEM,47.7109
CPU,0.0
MEM,47.7109
CPU,18.8
MEM,47.7109
CPU,6.7
MEM,47.7109
CPU,20.0
MEM,47.7109
CPU,6.7
MEM,47.7109
CPU,
MEM,
