0.495 , 1
184.095 , 1
295.31 , 1
361.015 , 1
397.715 , 1
457.68 , 1
514.215 , 0.99
478.2 , 0.99
597.455 , 0.99
590.01 , 0.99
474.035 , 0.99
624.71 , 0.99
779.705 , 0.99
783.2 , 0.99
801.095 , 0.99
827.895 , 1
883.015 , 1
884.405 , 1
897.715 , 1
918.76 , 1
972.64 , 0.99
984.37 , 0.99
986.22 , 0.99
1009.005 , 0.99
1029.95 , 0.99
1077.055 , 0.99
1085.285 , 0.99
1089.575 , 0.99
1105.12 , 0.99
1124.285 , 0.99
1165.505 , 0.99
1178.05 , 0.99
1181.395 , 0.99
1186.86 , 1
1214.41 , 1
1232.035 , 1
1266.245 , 1
1264.655 , 0.99
1251.6 , 0.99
1266.3 , 0.99
1305.9 , 0.99
1329.125 , 0.99
1354.205 , 0.98
1381.235 , 0.95
1366.87 , 0.93
1372.125 , 0.9
1381.39 , 0.88
1410.34 , 0.86
1426.115 , 0.85
1462.52 , 0.87
1482.565 , 0.89
1488.435 , 0.92
1483.695 , 0.94
1485.86 , 0.95
1503.565 , 0.97
1479.355 , 0.96
1508.31 , 0.93
1550.575 , 0.9
1434.655 , 0.88
1573.67 , 0.86
1531.855 , 0.84
1454.905 , 0.82
1541.875 , 0.81
1615.385 , 0.82
1644.575 , 0.84
1672.455 , 0.88
1582.155 , 0.9
1567.275 , 0.91
1498.28 , 0.92
1477.215 , 0.92
1538.57 , 0.92
1653.715 , 0.92
1697.565 , 0.9
1774.16 , 0.84
1738.945 , 0.77
1548.915 , 0.77
1353.73 , 0.78
1157.09 , 0.78
966.37 , 0.78
938.06 , 0.78
1058.84 , 0.79
1282.375 , 0.8
1774.77 , 0.84
1883.225 , 0.83
1702.875 , 0.83
1516.845 , 0.83
1344 , 0.83
1215.345 , 0.83
1061.705 , 0.82
863.715 , 0.81
681.65 , 0.81
644.025 , 0.81
1574.525 , 0.84
1930.73 , 0.83
1753.495 , 0.83
1602.725 , 0.83
1804.49 , 0.82
1852.98 , 0.8
1873.485 , 0.79
1752.065 , 0.79
1633.915 , 0.79
1665.89 , 0.79
1907.33 , 0.79
2059.985 , 0.79
1953.94 , 0.8
1834.915 , 0.81
1651.55 , 0.81
1456.71 , 0.81
1261.67 , 0.81
1200.535 , 0.81
1387.635 , 0.81
1397.92 , 0.81
1429.94 , 0.81
2000.225 , 0.83
2175.84 , 0.82
2074.505 , 0.82
1898.895 , 0.82
1710.785 , 0.82
1534.92 , 0.82
1363.025 , 0.82
1449.89 , 0.82
1381.145 , 0.82
1206.545 , 0.82
1034.915 , 0.83
1389.155 , 0.86
2413.64 , 0.82
2246.635 , 0.82
2076.47 , 0.82
1908.98 , 0.81
1732.555 , 0.81
1554.83 , 0.8
1407.62 , 0.8
1359.485 , 0.81
1235.17 , 0.8
1244.77 , 0.8
1304.95 , 0.8
1263.465 , 0.81
1948.115 , 0.84
2303.21 , 0.85
2456.39 , 0.84
2527.315 , 0.83
2361.205 , 0.83
2190.895 , 0.83
2165.27 , 0.83
2455.585 , 0.83
2294.925 , 0.83
2127.615 , 0.82
1944.07 , 0.82
1783.97 , 0.83
1770.97 , 0.82
1667.725 , 0.81
1470.94 , 0.81
1813.15 , 0.8
2088.83 , 0.8
1928.85 , 0.81
1736.42 , 0.81
1541.655 , 0.81
1436.905 , 0.81
1623.815 , 0.81
1673.34 , 0.81
1697.305 , 0.81
1618.98 , 0.82
1603.02 , 0.83
2218.145 , 0.79
2653.845 , 0.77
2462.67 , 0.77
2269.305 , 0.78
2070.58 , 0.77
1892.24 , 0.77
1828.65 , 0.78
1680.745 , 0.78
1528.745 , 0.78
1606.705 , 0.78
1643.855 , 0.8
1443.385 , 0.83
1233.705 , 0.84
1031.315 , 0.86
1649.26 , 0.85
2596.915 , 0.81
2459.91 , 0.81
2387.43 , 0.81
2328.445 , 0.8
2191.03 , 0.8
2034.515 , 0.81
1924.555 , 0.8
1756.545 , 0.78
1592.275 , 0.8
1492.58 , 0.81
1345.68 , 0.82
1180.095 , 0.84
1069.405 , 0.86
1421.46 , 0.87
2073.085 , 0.86
2065.255 , 0.86
1932.595 , 0.86
1830.56 , 0.84
1762.79 , 0.84
1801.265 , 0.84
2168.32 , 0.84
2103.76 , 0.83
1902.83 , 0.83
1702.485 , 0.84
1922.89 , 0.84
2326.955 , 0.82
2410.81 , 0.82
2220.81 , 0.82
2001.56 , 0.82
1824.885 , 0.82
1651.65 , 0.82
1446.685 , 0.82
1258.21 , 0.82
1118.38 , 0.82
1057.97 , 0.83
921.765 , 0.83
750.475 , 0.84
570.54 , 0.88
2008.545 , 0.91
2075.4 , 0.9
1896.655 , 0.85
1696.035 , 0.81
1496.965 , 0.81
1296.445 , 0.82
1096.3 , 0.82
896.63 , 0.83
696.085 , 0.83
496.6 , 0.84
296.19 , 0.85
